Video,action,Context
P23_webcam01,friedegg,"At the start a girl in maroon high neck shirt with blond hair is leaving the kitchen. A girl in blue shirt with brown hair enters the kitchen. At the end the girl in maroon high neck shirt with blond hair enters the kitchen.
"
P23_webcam01,juice,"A girl in maroon high neck shirt with blond hair, a guy in green shirt and a girl in blue shirt with brown hair appeared in the start of the video while another girl in black tights with brown hair is leaving the kitchen. There is a knife, cereal box and a white shopper on the black kitchen top, blue fridge behind the girl in blue shirt and a door on the left. The girl in maroon high neck shirt and the guy in green shirt leaves the kitchen. The guy in green shirt enters the kitchen again and leaves. The girl in blue shirt with brown hair leaves the kitchen for a moment. At the end the girl in maroon high neck shirt enters the kitchen.
"
P23_webcam01,cereals,"A girl in blue shirt with brown hair appeared in the start of the video. Then a girl in maroon high neck shirt leaves the kitchen. There is a knife, cereal box and a white shopper on the black kitchen top, blue fridge behind the girl and a door on the left. At the end the girl in maroon high neck shirt enters the kitchen."
P23_webcam01,coffee,"A girl in black tights with brown hair and a girl in blue shirt with brown hair appeared in the start of the video while another girl in maroon high neck shirt is leaving the kitchen. There is a knife on the black kitchen top, a black pan in the stove, blue fridge behind the girl in blue shirt and a door on the left. The girl in blue shirt leaves the kitchen for a moment twice. then a guy in green shirt enters the kitchen meanwhile the girl in black tights leaves the kitchen. At the end the girl in maroon high neck shirt enters the kitchen.
"
P23_webcam01,salat,"A girl in blue shirt with brown hair appeared in the start of the video. Then a girl in maroon high neck shirt leaves the kitchen. The girl in blue shirt with brown hair leaves the kitchen thrice for a while. There is a knife on the black kitchen top, a black pan on the stove, blue fridge behind the girl in blue shirt and a door on the left. At the end the girl in maroon high neck shirt enters the kitchen."
P23_webcam01,scrambledegg,"A girl in blue shirt with brown hair appeared in the start of the video. Then a girl in maroon high neck shirt leaves the kitchen. There is a knife, a black pan, an egg carton on the black kitchen top, blue fridge behind the girl in blue shirt and a door on the left. At the end the girl in maroon high neck shirt enters the kitchen.
"
P23_webcam01,tea,"A girl in blue shirt with brown hair appeared in the start of the video. Then a girl in maroon high neck shirt leaves the kitchen. There is a milk carton on the black kitchen top, a black pan on the stove, blue fridge behind the girl in blue shirt and a door on the left. The girl in blue shirt with brown hair leaves the kitchen for a moment. At the end the girl in maroon high neck shirt enters the kitchen.
"
P23_webcam01,sandwich,"A girl in blue shirt with brown hair appeared in the start of the video. Then a girl in maroon high neck shirt leaves the kitchen. There is a white shopper on the black kitchen top, a black pan on the stove, blue fridge behind the girl in blue shirt and a door on the left. At the end the girl in maroon high neck shirt enters the kitchen.
"
P23_webcam01,pancake,"A girl in blue shirt with brown hair appeared in the start of the video. Then a girl in maroon high neck shirt with blond hair leaves the kitchen. There is a knife and green bowl on the black kitchen top, a black pan on the stove, blue fridge behind the girl in blue shirt and a door on the left. There is another girl in maroon high neck shirt with blond hair standing at the exit of the kitchen. At the end the girl in maroon high neck shirt enters the kitchen.
"
P23_webcam01,milk,"A girl in blue shirt with brown hair appeared in the start of the video. Then a girl in maroon high neck shirt with blond hair leaves the kitchen. There is a knife on the black kitchen top, a black pan and a blue plastic box on the stove, blue fridge behind the girl in blue shirt and a door on the left. At the end the girl in maroon high neck shirt enters the kitchen while the girl in blue shirt leaves.
"
P23_webcam02,friedegg,"A girl in blue shirt with brown hair appeared in the start of the video. A girl in maroon high neck shirt with blond hair leaves the kitchen. There are things like black pan, egg carton, glass bottles, laptop etc on the black kitchen top, an airjet on the ceiling and a window on the left. At the end the girl in maroon high neck shirt with blond hair enters the kitchen."
P23_webcam02,tea,"A girl in blue shirt with brown hair appeared in the start of the video. She leaves the kitchen for a moment twice. There are things like black pan, glass bottles, egg carton, laptop etc on the black kitchen top, an airjet on the ceiling and a window on the left. At the end a girl in maroon high neck shirt with blond hair enters the kitchen."
